intel026,cadical,,timeout
intel026,ictminisat,,timeout
intel026,minisat2,,timeout
intel027,cadical,,timeout
intel027,ictminisat,,timeout
intel027,minisat2,,timeout
intel028,cadical,,timeout
intel028,ictminisat,,timeout
intel028,minisat2,,timeout
intel032,cadical,,timeout
intel032,ictminisat,,timeout
intel032,minisat2,,timeout
intel034,cadical,,timeout
intel034,ictminisat,,timeout
intel034,minisat2,,timeout
intel036,cadical,,timeout
intel036,ictminisat,,timeout
intel036,minisat2,,timeout
intel039,cadical,,error
intel039,ictminisat,,timeout
intel039,minisat2,,timeout
intel040,cadical,,error
intel040,ictminisat,,error
intel040,minisat2,,timeout
intel043,cadical,,timeout
intel043,ictminisat,,error
intel043,minisat2,,error
intel044,cadical,,timeout
intel044,ictminisat,,timeout
intel044,minisat2,,timeout
intel046,cadical,,timeout
intel046,ictminisat,,timeout
intel046,minisat2,,timeout
intel047,cadical,,timeout
intel047,ictminisat,,timeout
intel047,minisat2,,timeout
intel056,cadical,,timeout
intel056,ictminisat,,timeout
intel056,minisat2,,timeout
intel061,cadical,,timeout
intel061,ictminisat,,timeout
intel061,minisat2,,timeout
intel064,cadical,,timeout
intel064,ictminisat,,timeout
intel064,minisat2,,timeout
intel066,cadical,,timeout
intel066,ictminisat,,timeout
intel066,minisat2,,timeout
irstdme6,cadical,,timeout
irstdme6,ictminisat,5.44,refuted
irstdme6,minisat2,9.10,refuted
kenflashp03,cadical,0.09,proved
kenflashp03,ictminisat,0.07,proved
kenflashp03,minisat2,0.07,proved
kenflashp07,cadical,0.05,proved
kenflashp07,ictminisat,0.04,proved
kenflashp07,minisat2,0.04,proved
kenflashp08,cadical,0.04,proved
kenflashp08,ictminisat,0.04,proved
kenflashp08,minisat2,0.04,proved
kenflashp09,cadical,0.11,proved
kenflashp09,ictminisat,0.09,proved
kenflashp09,minisat2,0.09,proved
kenflashp10,cadical,0.12,proved
kenflashp10,ictminisat,0.07,proved
kenflashp10,minisat2,0.08,proved
kenflashp13,cadical,0.04,proved
kenflashp13,ictminisat,0.03,proved
kenflashp13,minisat2,0.03,proved
mentorbm1and,cadical,,timeout
mentorbm1and,ictminisat,,timeout
mentorbm1and,minisat2,,timeout
mentorbm1or,cadical,0.97,proved
mentorbm1or,ictminisat,0.75,proved
mentorbm1or,minisat2,0.71,proved
mentorbm1p02,cadical,,timeout
mentorbm1p02,ictminisat,2.39,proved
mentorbm1p02,minisat2,2.18,proved
mutexp0,cadical,0.03,refuted
mutexp0,ictminisat,0.02,refuted
mutexp0,minisat2,0.02,refuted
ndista128,cadical,1.50,proved
ndista128,ictminisat,0.38,proved
ndista128,minisat2,0.61,proved
neclabakery001,cadical,20.24,proved
neclabakery001,ictminisat,8.05,proved
neclabakery001,minisat2,16.11,proved
neclaftp4002,cadical,,timeout
neclaftp4002,ictminisat,5.95,proved
neclaftp4002,minisat2,10.14,proved
neclaftp5001,cadical,0.03,proved
neclaftp5001,ictminisat,0.03,proved
neclaftp5001,minisat2,0.02,proved
neclatcas1a001,cadical,0.58,proved
neclatcas1a001,ictminisat,0.40,proved
neclatcas1a001,minisat2,0.29,proved
nusmvbrp,cadical,3.68,proved
nusmvbrp,ictminisat,1.91,proved
nusmvbrp,minisat2,3.26,proved
nusmvdme216,cadical,,timeout
nusmvdme216,ictminisat,,timeout
nusmvdme216,minisat2,,timeout
nusmvguidancep1,cadical,0.50,proved
nusmvguidancep1,ictminisat,0.13,proved
nusmvguidancep1,minisat2,0.17,proved
nusmvreactorp3,cadical,0.38,proved
nusmvreactorp3,ictminisat,0.21,proved
nusmvreactorp3,minisat2,0.15,proved
nusmvreactorp5,cadical,0.06,proved
nusmvreactorp5,ictminisat,0.03,proved
nusmvreactorp5,minisat2,0.03,proved
nusmvsyncarb5p2,cadical,0.02,proved
nusmvsyncarb5p2,ictminisat,0.02,proved
nusmvsyncarb5p2,minisat2,0.02,proved
nusmvtcasp3,cadical,,timeout
nusmvtcasp3,ictminisat,,timeout
nusmvtcasp3,minisat2,,timeout
oc8051gm03acc,cadical,,timeout
oc8051gm03acc,ictminisat,,timeout
oc8051gm03acc,minisat2,,timeout
oc8051gm06iram,cadical,,timeout
oc8051gm06iram,ictminisat,,timeout
oc8051gm06iram,minisat2,,timeout
oc8051gm0caddr,cadical,,timeout
oc8051gm0caddr,ictminisat,,timeout
oc8051gm0caddr,minisat2,,timeout
oc8051gm12data,cadical,,timeout
oc8051gm12data,ictminisat,,timeout
oc8051gm12data,minisat2,,timeout
oc8051gm15addr,cadical,,timeout
oc8051gm15addr,ictminisat,,timeout
oc8051gm15addr,minisat2,,timeout
oc8051gm1edata,cadical,,timeout
oc8051gm1edata,ictminisat,,timeout
oc8051gm1edata,minisat2,,timeout
oc8051gm2daddr,cadical,,timeout
oc8051gm2daddr,ictminisat,,timeout
oc8051gm2daddr,minisat2,,timeout
oc8051gm36addr,cadical,,timeout
oc8051gm36addr,ictminisat,,timeout
oc8051gm36addr,minisat2,,timeout
oc8051gm3apc,cadical,,timeout
oc8051gm3apc,ictminisat,,timeout
oc8051gm3apc,minisat2,,timeout
oc8051gm3bacc,cadical,,timeout
oc8051gm3bacc,ictminisat,,timeout
oc8051gm3bacc,minisat2,,timeout
oc8051gm3dpc,cadical,,timeout
oc8051gm3dpc,ictminisat,,timeout
oc8051gm3dpc,minisat2,,timeout
oc8051gm3facc,cadical,,timeout
oc8051gm3facc,ictminisat,,timeout
oc8051gm3facc,minisat2,,timeout
oc8051gm43acc,cadical,,timeout
oc8051gm43acc,ictminisat,,timeout
oc8051gm43acc,minisat2,,timeout
oc8051gm49acc,cadical,,timeout
oc8051gm49acc,ictminisat,,timeout
oc8051gm49acc,minisat2,,timeout
oc8051gm49pc,cadical,,timeout
oc8051gm49pc,ictminisat,,timeout
oc8051gm49pc,minisat2,,timeout
oc8051gm4biram,cadical,,timeout
oc8051gm4biram,ictminisat,,timeout
oc8051gm4biram,minisat2,,timeout
oc8051gm4dacc,cadical,,timeout
oc8051gm4dacc,ictminisat,,timeout
oc8051gm4dacc,minisat2,,timeout
oc8051gm58addr,cadical,,timeout
oc8051gm58addr,ictminisat,,timeout
oc8051gm58addr,minisat2,,timeout
oc8051gm59data,cadical,,timeout
oc8051gm59data,ictminisat,,timeout
oc8051gm59data,minisat2,,timeout
oc8051gm63iram,cadical,,timeout
oc8051gm63iram,ictminisat,,timeout
oc8051gm63iram,minisat2,,timeout
oc8051gm64pc,cadical,,timeout
oc8051gm64pc,ictminisat,,timeout
oc8051gm64pc,minisat2,,timeout
oc8051gm68addr,cadical,,timeout
oc8051gm68addr,ictminisat,,timeout
oc8051gm68addr,minisat2,,timeout
oc8051gm6dpc,cadical,,timeout
oc8051gm6dpc,ictminisat,,timeout
