benchmark;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem
dme6p1;abcdeep;sat;3;0.75;0.12;36.2;abcsuperprove;sat;3;0.58;0.15;36.2;avy;sat;3;0.45;0.24;70.7;blimc;sat;3;1.95;1.28;11.7;conpcheck;sat;9;2.89;1.29;79.5;iimc;sat;3;1.34;0.78;55.8;iprover;sat;3;2.17;8.59;728.5;iproverdeep;sat;3;1.99;4.32;382.9;nuxmv;sat;3;0.72;0.13;84.3;nuxmvbmc;sat;3;0.40;0.05;15.7;pdtravdeep;sat;3;3.66;1.26;487.0;pdtravthrd;sat;3;2.75;4.63;1019.5;shiftbmc;sat;3;1.44;0.36;19.6;truss;sat;3;0.48;0.16;52.8
dme6p1neg;abcdeep;sat;2;1.20;0.29;150.6;abcsuperprove;sat;2;0.59;0.13;35.8;avy;sat;2;0.44;0.25;65.8;blimc;sat;2;0.82;0.29;3.5;conpcheck;sat;6;2.53;0.87;68.0;iimc;sat;2;1.39;0.76;55.3;iprover;sat;2;2.00;6.54;639.3;iproverdeep;sat;2;1.79;3.46;369.8;nuxmv;sat;2;0.36;0.05;0.0;nuxmvbmc;sat;2;1.00;0.00;0.0;pdtravdeep;sat;2;2.98;1.13;480.7;pdtravthrd;sat;2;2.50;5.17;1019.3;shiftbmc;sat;2;1.37;0.28;19.2;truss;sat;2;0.19;0.14;45.8
eijkbs1512;abcdeep;uns;-1;16.31;123.60;907.5;abcsuperprove;uns;-1;1.04;1.12;767.4;avy;uns;-1;2.04;2.54;206.4;blimc;time;182;3600.08;3599.55;84.9;conpcheck;uns;-1;23.77;63.36;88.8;iimc;uns;-1;3.65;25.37;65.8;iprover;time;106;3600.08;25333.74;73928.3;iproverdeep;time;54;3600.09;14488.43;38408.0;nuxmv;uns;-1;296.92;1186.43;283.2;nuxmvbmc;time;280;3600.03;3599.03;479.1;pdtravdeep;uns;-1;1.71;0.94;119.8;pdtravthrd;uns;-1;1.36;0.99;233.0;shiftbmc;time;288;3600.08;3599.72;486.6;truss;uns;-1;5.85;20.25;132.8
eijkbs3271;abcdeep;time;114058810;3600.09;29742.29;18444.0;abcsuperprove;uns;-1;0.48;1.82;789.2;avy;uns;-1;3078.08;12305.34;1286.1;blimc;time;42;3600.07;3599.20;103.1;conpcheck;time;35;3600.07;10797.69;425.8;iimc;uns;-1;1897.47;15163.60;1853.2;iprover;time;16;3600.05;25336.49;33136.4;iproverdeep;time;15;3600.10;14479.06;23777.1;nuxmv;time;16;3600.12;14398.36;300.1;nuxmvbmc;time;16;3600.06;3599.07;164.8;pdtravdeep;time;-1;3600.15;14390.07;3478.5;pdtravthrd;uns;-1;0.97;0.95;233.0;shiftbmc;time;138;3600.12;3598.61;1227.1;truss;time;12;3600.08;10828.78;1775.1
eijkbs6669;abcdeep;time;116698502;3600.04;29768.88;43357.6;abcsuperprove;uns;-1;1.37;8.92;785.9;avy;time;-1;3600.08;14394.02;461.5;blimc;time;22;3600.10;3599.46;147.2;conpcheck;time;5;3600.11;10798.02;350.8;iimc;time;4;3600.79;28199.52;8733.8;iprover;time;4;3600.08;25352.36;7600.5;iproverdeep;time;4;3600.06;14491.23;4541.8;nuxmv;time;4;3600.08;14396.12;500.2;nuxmvbmc;time;4;3600.03;3599.32;124.0;pdtravdeep;time;-1;3600.11;14372.61;1580.6;pdtravthrd;uns;-1;8.46;7.69;234.3;shiftbmc;time;8;3600.08;3598.71;520.5;truss;time;4;3600.09;10821.25;1602.3
eijks1196;abcdeep;uns;-1;0.94;0.51;256.0;abcsuperprove;uns;-1;0.91;0.11;35.4;avy;uns;-1;1.33;0.15;57.3;blimc;time;692;3600.10;3599.26;246.6;conpcheck;uns;-1;2.17;1.96;64.4;iimc;uns;-1;0.87;1.09;47.0;iprover;uns;-1;1.83;4.44;449.8;iproverdeep;unk;4;4.92;8.25;296.3;nuxmv;uns;-1;1.08;1.74;93.1;nuxmvbmc;unk;1001;103.38;102.36;570.6;pdtravdeep;uns;-1;1.73;0.89;119.4;pdtravthrd;uns;-1;1.00;0.94;236.4;shiftbmc;unk;1000;105.38;105.29;140.8;truss;uns;-1;1.09;0.99;67.6
eijks1238;abcdeep;uns;-1;1.49;1.33;267.4;abcsuperprove;uns;-1;0.80;0.14;36.3;avy;uns;-1;1.54;0.31;47.7;blimc;time;709;3600.06;3599.35;236.4;conpcheck;uns;-1;2.29;1.95;67.2;iimc;uns;-1;0.49;0.63;42.6;iprover;uns;-1;1.64;4.72;456.8;iproverdeep;unk;4;6.04;9.47;303.1;nuxmv;uns;-1;0.55;1.29;92.9;nuxmvbmc;unk;1001;106.11;105.74;553.6;pdtravdeep;uns;-1;1.50;0.86;119.3;pdtravthrd;uns;-1;1.62;0.96;236.4;shiftbmc;unk;1000;161.60;160.68;228.0;truss;uns;-1;1.09;0.84;68.5
eijks344;abcdeep;uns;-1;8.02;8.03;332.7;abcsuperprove;uns;-1;0.47;0.11;45.7;avy;uns;-1;1.47;3.32;131.8;blimc;unk;1000;150.09;149.98;63.6;conpcheck;uns;-1;3.40;3.08;78.3;iimc;uns;-1;1.43;2.91;26.3;iprover;uns;-1;1.04;4.47;521.4;iproverdeep;time;288;3600.08;7250.17;52716.4;nuxmv;uns;-1;0.49;1.35;78.8;nuxmvbmc;unk;1001;26.72;26.36;133.3;pdtravdeep;time;20660;3600.30;8100.68;8413.2;pdtravthrd;uns;-1;1.05;0.79;235.6;shiftbmc;unk;1000;2552.49;2551.91;1568.5;truss;uns;-1;2.36;6.11;54.3
eijks349;abcdeep;uns;-1;9.58;9.00;340.7;abcsuperprove;uns;-1;0.40;0.11;49.7;avy;uns;-1;1.82;4.12;141.3;blimc;unk;1000;155.43;155.18;62.6;conpcheck;uns;-1;2.73;2.48;76.1;iimc;uns;-1;0.48;2.14;26.0;iprover;uns;-1;1.53;4.04;507.6;iproverdeep;time;303;3600.07;7249.29;53261.7;nuxmv;uns;-1;0.66;1.34;83.5;nuxmvbmc;unk;1001;23.74;23.15;133.4;pdtravdeep;time;1;3600.24;10523.60;7860.3;pdtravthrd;uns;-1;1.12;0.79;234.6;shiftbmc;unk;1000;317.51;316.54;444.9;truss;uns;-1;2.26;7.51;64.4
eijks386;abcdeep;uns;-1;7.86;1.52;236.9;abcsuperprove;uns;-1;0.56;0.12;49.6;avy;uns;-1;1.05;0.37;62.8;blimc;unk;1000;63.93;63.28;67.3;conpcheck;uns;-1;2.24;2.06;75.3;iimc;uns;-1;0.52;0.00;0.0;iprover;time;733;3600.30;16030.23;127705.8;iproverdeep;time;588;3600.11;10192.83;114629.1;nuxmv;uns;-1;0.37;0.54;74.9;nuxmvbmc;unk;1001;15.42;15.05;161.5;pdtravdeep;uns;-1;1.39;0.68;115.6;pdtravthrd;uns;-1;1.52;0.79;234.2;shiftbmc;unk;1000;95.98;95.36;187.3;truss;uns;-1;0.49;0.70;45.7
eijks444;abcdeep;uns;-1;67.62;495.10;736.8;abcsuperprove;uns;-1;1.18;0.12;49.6;avy;uns;-1;64.29;253.77;692.0;blimc;time;100;3600.06;3599.39;56.3;conpcheck;uns;-1;25.54;69.71;88.1;iimc;uns;-1;0.92;5.29;31.3;iprover;time;53;3600.09;25339.45;69550.2;iproverdeep;time;49;3600.06;14485.44;59017.5;nuxmv;uns;-1;39.89;156.63;121.2;nuxmvbmc;time;69;3600.10;3599.39;145.7;pdtravdeep;uns;-1;1.16;0.70;119.4;pdtravthrd;uns;-1;1.40;0.75;234.6;shiftbmc;time;62;3600.05;3599.07;413.5;truss;uns;-1;6.82;23.83;119.0
eijks953;abcdeep;uns;-1;1.81;3.98;322.8;abcsuperprove;uns;-1;0.86;0.48;506.2;avy;uns;-1;1.83;1.51;135.9;blimc;time;259;3600.11;3599.30;118.0;conpcheck;uns;-1;2.98;2.28;78.8;iimc;uns;-1;1.89;8.87;52.0;iprover;time;326;3600.29;16608.50;127716.7;iproverdeep;time;374;3600.11;8012.21;86438.2;nuxmv;uns;-1;2.15;4.89;93.7;nuxmvbmc;unk;1001;114.59;114.26;384.2;pdtravdeep;uns;-1;1.56;0.84;119.2;pdtravthrd;uns;-1;1.82;0.89;232.6;shiftbmc;unk;1000;842.84;842.13;1087.3;truss;uns;-1;1.44;3.46;58.2
intel001;abcdeep;uns;-1;7.61;0.99;245.0;abcsuperprove;uns;-1;0.29;0.10;89.1;avy;uns;-1;1.46;0.25;53.4;blimc;unk;1000;10.58;9.89;12.4;conpcheck;uns;-1;2.75;1.95;67.5;iimc;uns;-1;0.35;0.00;0.0;iprover;time;684;3600.69;13049.35;127668.6;iproverdeep;time;531;3600.39;13270.83;127564.7;nuxmv;uns;-1;0.40;0.16;72.2;nuxmvbmc;unk;1001;8.08;7.77;102.3;pdtravdeep;time;15792;3600.14;10441.39;2940.1;pdtravthrd;uns;-1;3.66;2.97;821.1;shiftbmc;unk;1000;46.36;45.47;58.8;truss;uns;-1;0.54;0.00;0.0
intel003;abcdeep;uns;-1;0.97;0.86;217.8;abcsuperprove;uns;-1;1.32;1.02;591.8;avy;uns;-1;0.82;0.32;103.6;blimc;unk;1000;161.31;160.79;73.4;conpcheck;uns;-1;2.68;1.76;59.5;iimc;uns;-1;1.03;1.65;32.5;iprover;time;544;3600.38;15062.73;127666.5;iproverdeep;time;475;3600.09;13935.08;126631.4;nuxmv;uns;-1;1.09;0.45;84.8;nuxmvbmc;unk;1001;196.46;195.66;956.1;pdtravdeep;time;125;3600.09;13843.15;3549.2;pdtravthrd;uns;-1;2.50;2.26;914.0;shiftbmc;unk;1000;27.78;27.37;171.6;truss;uns;-1;0.90;0.67;51.6
intel007;abcdeep;uns;-1;28.50;148.77;678.9;abcsuperprove;uns;-1;42.81;348.90;998.5;avy;uns;-1;21.65;78.70;281.5;blimc;time;160;3600.09;3599.46;284.7;conpcheck;uns;-1;71.88;206.44;149.7;iimc;uns;-1;45.43;276.00;312.1;iprover;time;72;3600.13;13952.17;127705.5;iproverdeep;time;76;3600.14;11971.47;127691.3;nuxmv;uns;-1;74.83;296.38;347.5;nuxmvbmc;time;283;3600.05;3599.29;3025.5;pdtravdeep;time;-1;3600.24;13482.70;10826.4;pdtravthrd;uns;-1;11.99;50.79;1399.8;shiftbmc;time;302;3600.10;3599.55;1722.7;truss;uns;-1;25.59;83.88;345.8
intel012;abcdeep;time;92;3600.03;28369.84;9182.0;abcsuperprove;time;-1;3600.05;37430.61;7146.0;avy;time;-1;3600.11;14348.32;5991.1;blimc;time;100;3600.06;3600.18;1289.9;conpcheck;time;69;3600.07;10798.68;1150.1;iimc;time;85;3600.25;28398.37;16871.1;iprover;time;36;3600.11;24092.72;124140.4;iproverdeep;time;45;3600.11;14493.70;90167.8;nuxmv;time;57;3600.08;14396.46;4009.9;nuxmvbmc;time;92;3600.04;3599.55;3303.8;pdtravdeep;time;-1;3601.64;14284.19;28331.9;pdtravthrd;time;-1;3600.47;18127.63;15579.9;shiftbmc;time;76;3600.07;3599.27;1304.3;truss;time;44;3600.12;10817.75;3208.8
intel013;abcdeep;time;97;3600.12;28190.56;14423.1;abcsuperprove;time;-1;3600.05;26840.71;12393.6;avy;time;-1;3600.07;14279.51;8577.1;blimc;time;101;3600.07;3599.34;2950.6;conpcheck;time;89;3600.11;10797.05;2784.7;iimc;time;65;3600.14;28374.97;6623.5;iprover;time;19;3600.16;22069.90;127714.8;iproverdeep;time;21;3600.07;14488.18;103567.3;nuxmv;time;55;3600.06;14396.61;6034.2;nuxmvbmc;time;97;3600.09;3599.61;4581.0;pdtravdeep;time;93;3602.99;12825.93;76474.2;pdtravthrd;time;-1;3601.13;19409.09;49358.1;shiftbmc;time;93;3600.07;3599.07;3375.6;truss;time;23;3600.19;10814.15;4918.0
intel014;abcdeep;time;101;3600.04;28486.24;10230.1;abcsuperprove;time;-1;3600.10;36590.97;6388.7;avy;time;-1;3600.05;14364.60;5290.3;blimc;time;121;3600.06;3599.87;1012.7;conpcheck;time;90;3600.02;10797.65;1071.1;iimc;time;105;3600.10;28508.17;3632.3;iprover;time;56;3600.15;19992.14;127628.6;iproverdeep;time;62;3600.15;13990.64;107421.5;nuxmv;time;38;3600.11;14398.76;5810.8;nuxmvbmc;time;97;3600.05;3598.95;4200.7;pdtravdeep;time;-1;3601.66;14324.70;30007.9;pdtravthrd;time;-1;3600.76;20378.12;18204.5;shiftbmc;time;97;3600.03;3599.25;1325.8;truss;time;58;3600.18;11007.20;2836.8
intel016;abcdeep;time;78;3600.07;28635.11;4353.8;abcsuperprove;time;-1;3600.08;42315.61;6962.3;avy;time;-1;3600.04;14386.45;5922.1;blimc;time;106;3600.12;3599.16;292.4;conpcheck;time;67;3600.03;10798.56;519.2;iimc;time;68;3600.12;28641.10;1800.3;iprover;time;54;3600.18;22701.37;127558.2;iproverdeep;time;49;3600.07;14485.83;100114.0;nuxmv;time;50;3600.06;14397.30;2374.6;nuxmvbmc;time;68;3600.05;3598.96;1336.9;pdtravdeep;time;-1;3600.38;14378.79;8418.9;pdtravthrd;time;-1;3600.44;20941.42;15286.6;shiftbmc;time;78;3600.04;3598.99;705.5;truss;time;57;3600.14;10854.57;2779.8
intel025;abcdeep;time;72;3600.10;28643.19;3442.4;abcsuperprove;time;-1;3600.07;41768.93;6118.0;avy;uns;-1;1417.12;5660.39;3909.4;blimc;time;84;3600.10;3599.44;153.8;conpcheck;time;57;3600.09;10797.82;319.9;iimc;time;50;3600.11;28764.48;1701.7;iprover;time;66;3600.09;24413.83;127659.4;iproverdeep;time;61;3600.04;14489.32;94856.3;nuxmv;time;36;3600.10;14397.30;2642.8;nuxmvbmc;time;52;3600.03;3598.78;1203.6;pdtravdeep;time;-1;3600.09;14378.18;3700.4;pdtravthrd;time;-1;3600.37;17590.66;7952.4;shiftbmc;time;62;3600.04;3599.18;402.7;truss;time;47;3600.12;10828.55;2689.5
intel026;abcdeep;uns;-1;400.73;3164.05;4329.8;abcsuperprove;uns;-1;68.49;462.29;2130.7;avy;uns;-1;84.75;333.82;1056.5;blimc;time;342;3600.03;3599.18;166.3;conpcheck;uns;-1;223.91;446.49;325.8;iimc;uns;-1;74.56;580.30;485.5;iprover;time;202;3600.20;14463.37;127650.7;iproverdeep;time;196;3600.10;13249.32;127669.4;nuxmv;uns;-1;8.14;31.72;282.0;nuxmvbmc;unk;1001;862.53;861.57;2104.7;pdtravdeep;time;-1;3600.45;13482.64;11381.4;pdtravthrd;uns;-1;8.79;28.92;1125.1;shiftbmc;time;816;3600.06;3599.39;894.5;truss;uns;-1;206.30;646.01;585.8
intel027;abcdeep;time;100;3600.06;28394.11;11502.1;abcsuperprove;time;-1;3600.04;39017.58;7968.8;avy;time;-1;3600.05;14354.23;7107.1;blimc;time;124;3600.08;3599.68;1495.2;conpcheck;time;89;3600.05;10797.48;1627.2;iimc;time;104;3600.09;28488.39;3301.3;iprover;time;36;3600.18;23875.49;127670.2;iproverdeep;time;36;3600.02;14490.62;91171.8;nuxmv;time;100;3600.05;14394.64;4632.0;nuxmvbmc;time;100;3600.11;3599.12;3891.3;pdtravdeep;time;-1;3601.58;14285.51;33380.6;pdtravthrd;time;-1;3600.37;16328.25;13719.8;shiftbmc;time;100;3600.03;3599.07;1634.0;truss;time;65;3600.18;10818.07;3178.8
intel028;abcdeep;time;436;3600.08;28458.31;22425.0;abcsuperprove;time;-1;3600.02;37866.25;8906.0;avy;time;-1;3600.11;13830.89;12523.4;blimc;time;156;3600.04;3599.47;2555.5;conpcheck;time;373;3600.05;10797.86;6229.2;iimc;time;528;3600.22;28439.35;7885.0;iprover;time;34;3600.06;25105.41;124772.7;iproverdeep;time;34;3600.07;14491.21;88324.1;nuxmv;time;428;3600.04;14396.30;9494.3;nuxmvbmc;time;428;3600.09;3598.62;8572.4;pdtravdeep;time;-1;3600.70;13337.14;13863.0;pdtravthrd;time;-1;3600.48;19045.31;12999.4;shiftbmc;time;944;3600.11;3599.94;15362.6;truss;time;38;3600.21;10816.58;4502.7
intel032;abcdeep;time;71;3600.06;28599.97;3693.7;abcsuperprove;time;-1;3600.11;42055.99;5836.4;avy;time;-1;3600.06;14390.61;4877.4;blimc;time;83;3600.09;3599.29;139.7;conpcheck;time;64;3600.05;10798.56;362.1;iimc;time;69;3600.06;28761.62;1543.5;iprover;time;65;3600.06;22588.75;124432.3;iproverdeep;time;63;3600.12;14448.42;117608.4;nuxmv;time;67;3600.07;14397.45;1368.1;nuxmvbmc;time;67;3600.06;3598.81;1037.5;pdtravdeep;time;-1;3600.25;14379.41;4847.3;pdtravthrd;time;-1;3600.37;17677.05;9589.1;shiftbmc;time;69;3600.07;3599.28;522.8;truss;time;50;3600.17;10838.40;3801.2
intel034;abcdeep;uns;-1;3418.67;27152.33;45518.6;abcsuperprove;time;-1;3600.05;41292.88;19996.2;avy;time;-1;3600.05;10787.50;6945.4;blimc;time;604;3600.07;3599.40;2274.5;conpcheck;uns;-1;763.24;2256.70;4104.2;iimc;uns;-1;764.95;5863.98;6018.5;iprover;time;76;3600.58;14162.40;127694.5;iproverdeep;time;96;3600.02;13214.11;114216.2;nuxmv;uns;-1;244.01;974.29;5542.1;nuxmvbmc;unk;1001;376.02;375.32;6668.2;pdtravdeep;time;-1;3600.61;13457.68;13460.4;pdtravthrd;uns;-1;641.29;1956.67;4712.9;shiftbmc;unk;1000;173.43;172.73;4268.4;truss;uns;-1;598.48;1822.98;1558.4
intel036;abcdeep;sat;109;332.32;2195.02;5130.8;abcsuperprove;sat;109;738.55;4238.45;5802.4;avy;sat;109;1812.12;7190.05;3067.8;blimc;sat;109;519.06;518.46;1436.9;conpcheck;time;91;3600.07;10798.95;2301.4;iimc;sat;109;1298.17;10019.94;2531.8;iprover;time;30;3600.12;19696.80;127703.0;iproverdeep;time;38;3600.03;14490.55;105762.3;nuxmv;sat;109;600.52;2397.27;2595.4;nuxmvbmc;sat;109;553.83;552.55;1728.6;pdtravdeep;sat;109;554.59;2058.72;5962.2;pdtravthrd;sat;109;831.42;3702.84;5689.4;shiftbmc;time;108;3600.10;3599.26;2955.9;truss;time;47;3600.16;10816.37;2619.0
intel039;abcdeep;sat;35;17.29;77.34;1872.9;abcsuperprove;sat;35;24.47;301.48;3440.1;avy;sat;35;30.35;50.52;965.4;blimc;sat;35;100.06;99.38;671.0;conpcheck;sat;35;579.00;1732.39;1042.8;iimc;sat;35;86.99;308.53;1723.4;iprover;time;24;3600.17;21216.66;127657.3;iproverdeep;time;26;3600.10;14490.83;103870.4;nuxmv;sat;35;24.30;93.49;1620.4;nuxmvbmc;sat;35;23.71;22.68;808.2;pdtravdeep;sat;35;216.34;602.85;4579.7;pdtravthrd;sat;35;262.42;1202.97;4301.5;shiftbmc;sat;35;239.88;239.15;887.0;truss;sat;35;710.38;2814.49;4466.6
intel040;abcdeep;sat;37;17.69;81.23;1951.2;abcsuperprove;sat;37;18.21;212.56;3237.2;avy;sat;37;30.60;46.07;987.0;blimc;sat;37;90.74;90.08;635.4;conpcheck;sat;37;504.33;1501.66;918.5;iimc;sat;37;82.14;272.49;1696.3;iprover;time;30;3600.06;21620.89;127702.2;iproverdeep;time;36;3600.08;14491.65;103491.5;nuxmv;sat;37;25.69;97.51;1710.3;nuxmvbmc;sat;37;24.11;23.47;856.1;pdtravdeep;sat;37;226.24;674.01;5275.0;pdtravthrd;sat;37;277.12;1265.30;3970.0;shiftbmc;sat;37;211.82;211.77;766.3;truss;sat;37;1115.34;4432.23;4477.3
intel043;abcdeep;sat;83;113.85;468.68;3631.3;abcsuperprove;sat;83;58.41;597.59;3987.0;avy;sat;83;168.53;611.91;2062.1;blimc;sat;83;260.61;259.96;1337.3;conpcheck;sat;83;858.97;2573.93;1437.5;iimc;sat;83;152.19;869.46;1823.5;iprover;time;34;3600.05;25084.28;124783.6;iproverdeep;time;38;3600.05;14493.31;86142.2;nuxmv;sat;83;127.52;504.16;2213.9;nuxmvbmc;sat;83;123.99;123.07;1449.3;pdtravdeep;sat;83;302.81;632.43;4476.6;pdtravthrd;sat;83;470.87;1797.71;4770.4;shiftbmc;sat;83;318.44;317.87;1304.4;truss;time;43;3600.13;10815.45;2195.0
intel044;abcdeep;sat;84;303.50;2395.87;1493.6;abcsuperprove;sat;90;88.69;752.27;1147.3;avy;sat;88;180.31;715.17;861.4;blimc;sat;70;333.91;333.00;54.7;conpcheck;sat;82;457.56;1365.29;170.6;iimc;sat;78;166.24;1304.45;336.5;iprover;time;23;3600.04;25329.45;70433.6;iproverdeep;time;23;3600.08;14483.14;50112.5;nuxmv;sat;94;107.01;427.22;271.3;nuxmvbmc;time;25;3600.06;3599.20;323.4;pdtravdeep;time;-1;3600.17;14388.94;2676.8;pdtravthrd;sat;70;25.33;112.41;1371.5;shiftbmc;sat;70;1395.45;1394.63;262.4;truss;sat;82;247.25;791.70;794.1
intel046;abcdeep;sat;126;134.08;1038.54;1170.9;abcsuperprove;sat;122;96.12;858.12;1280.9;avy;sat;76;241.96;962.42;1000.8;blimc;sat;70;316.92;316.19;58.4;conpcheck;sat;92;436.16;1302.45;169.6;iimc;sat;84;180.82;1422.17;401.0;iprover;time;25;3600.03;21737.07;60728.9;iproverdeep;time;23;3600.10;10875.77;45532.7;nuxmv;sat;88;126.63;504.02;259.8;nuxmvbmc;time;25;3600.10;3599.40;317.0;pdtravdeep;time;-1;3600.11;14387.09;2801.1;pdtravthrd;sat;78;22.42;98.21;1426.7;shiftbmc;sat;70;1430.32;1429.53;377.7;truss;sat;92;206.17;666.07;708.3
intel047;abcdeep;sat;80;207.46;1626.02;1323.0;abcsuperprove;sat;160;107.36;978.24;1239.0;avy;sat;86;168.19;669.23;860.6;blimc;sat;70;315.58;315.00;56.6;conpcheck;sat;90;509.22;1521.06;145.2;iimc;sat;80;203.64;1603.27;419.2;iprover;time;25;3600.05;25335.87;66257.7;iproverdeep;time;23;3600.08;14488.10;58244.6;nuxmv;sat;100;114.97;456.10;274.1;nuxmvbmc;time;25;3600.12;3599.46;355.2;pdtravdeep;time;-1;3600.15;14389.14;2807.0;pdtravthrd;sat;78;25.17;113.75;1404.3;shiftbmc;sat;70;970.74;970.24;281.9;truss;sat;82;251.00;804.01;797.6
intel056;abcdeep;uns;-1;17.94;131.67;575.4;abcsuperprove;uns;-1;13.77;144.78;708.5;avy;uns;-1;14.18;50.68;243.1;blimc;time;319;3600.06;3599.10;109.9;conpcheck;uns;-1;32.82;92.19;100.9;iimc;uns;-1;14.19;103.52;100.2;iprover;time;27;3600.07;21738.69;48840.0;iproverdeep;time;24;3600.03;10880.04;41604.3;nuxmv;uns;-1;10.37;40.05;143.3;nuxmvbmc;time;27;3600.10;3599.57;213.2;pdtravdeep;time;-1;3600.08;14393.72;1607.9;pdtravthrd;uns;-1;3.04;9.98;979.9;shiftbmc;time;917;3600.04;3599.25;2253.0;truss;uns;-1;20.53;78.89;225.1
intel061;abcdeep;uns;-1;29.40;220.58;593.6;abcsuperprove;uns;-1;12.47;124.70;685.9;avy;uns;-1;14.21;52.51;255.4;blimc;time;326;3600.11;3599.50;112.1;conpcheck;uns;-1;36.25;103.56;101.4;iimc;uns;-1;13.52;96.96;94.0;iprover;time;26;3600.09;25351.78;40573.0;iproverdeep;time;24;3600.04;14489.83;35162.0;nuxmv;uns;-1;7.94;29.46;130.5;nuxmvbmc;time;28;3600.04;3599.15;219.4;pdtravdeep;time;-1;3600.07;14393.34;2893.3;pdtravthrd;uns;-1;3.25;9.86;983.0;shiftbmc;time;370;3600.04;3599.10;837.6;truss;uns;-1;11.71;43.11;173.9
intel064;abcdeep;time;13;3600.05;28680.11;3849.4;abcsuperprove;time;-1;3600.12;42257.22;7734.1;avy;time;-1;3600.08;14389.37;3453.9;blimc;time;10;3600.04;3599.27;181.0;conpcheck;time;6;3600.06;10798.64;630.9;iimc;time;7;3600.09;28610.14;2474.4;iprover;time;6;3600.04;25329.12;41502.1;iproverdeep;time;6;3600.03;14488.46;28448.1;nuxmv;time;4;3600.09;14396.70;2602.2;nuxmvbmc;time;6;3600.09;3599.31;482.5;pdtravdeep;time;-1;3600.14;14377.74;3466.5;pdtravthrd;time;-1;3600.18;24566.00;6265.2;shiftbmc;time;9;3600.07;3598.78;918.1;truss;uns;-1;2368.94;7126.50;2070.9
intel066;abcdeep;time;13;3600.11;28728.08;2455.6;abcsuperprove;time;-1;3600.11;42479.43;9377.3;avy;time;-1;3600.03;14391.39;2799.3;blimc;time;10;3600.12;3599.48;172.7;conpcheck;time;6;3600.03;10797.58;675.3;iimc;time;5;3600.11;28722.06;1623.6;iprover;time;4;3600.08;25352.57;16308.3;iproverdeep;time;4;3600.07;14485.21;10745.4;nuxmv;time;4;3600.07;14395.14;1083.5;nuxmvbmc;time;4;3600.08;3599.33;367.9;pdtravdeep;time;-1;3600.12;14333.65;3514.0;pdtravthrd;time;-1;3600.20;19837.36;4468.7;shiftbmc;time;8;3600.11;3598.99;871.8;truss;uns;-1;1932.11;2697.38;695.9
irstdme6;abcdeep;sat;53;21.48;159.35;575.0;abcsuperprove;sat;63;1.85;9.95;700.6;avy;sat;60;7.42;28.19;298.5;blimc;sat;53;58.70;58.19;19.2;conpcheck;sat;53;5.47;9.99;87.0;iimc;sat;59;9.41;66.38;84.4;iprover;time;49;3600.12;25343.21;71416.2;iproverdeep;time;49;3600.12;14487.46;52539.5;nuxmv;sat;62;5.94;18.92;122.2;nuxmvbmc;sat;53;78.37;77.75;119.7;pdtravdeep;sat;54;25.36;93.95;975.8;pdtravthrd;sat;56;6.02;26.06;1066.6;shiftbmc;sat;53;30.27;30.06;55.0;truss;sat;53;28.12;109.02;280.9
kenflashp03;abcdeep;uns;-1;0.75;0.42;170.2;abcsuperprove;uns;-1;0.87;0.11;34.4;avy;uns;-1;1.63;0.13;34.3;blimc;unk;1000;55.11;54.49;120.3;conpcheck;uns;-1;2.87;1.75;49.9;iimc;uns;-1;1.26;0.04;40.9;iprover;uns;-1;1.74;6.24;635.3;iproverdeep;time;1909;3600.11;7251.06;43141.3;nuxmv;uns;-1;1.07;1.05;119.6;nuxmvbmc;unk;1001;21.45;21.15;456.3;pdtravdeep;time;12;3600.22;13472.76;6272.6;pdtravthrd;uns;-1;1.84;0.98;351.1;shiftbmc;unk;1000;5.57;5.05;110.2;truss;uns;-1;0.86;0.04;35.8
kenflashp07;abcdeep;uns;-1;1.19;0.48;174.5;abcsuperprove;uns;-1;0.85;0.11;44.2;avy;uns;-1;1.54;0.13;22.2;blimc;unk;1000;30.48;29.88;133.1;conpcheck;uns;-1;3.07;2.06;64.8;iimc;uns;-1;0.40;0.14;26.7;iprover;time;1263;3600.26;16840.72;127527.2;iproverdeep;time;1607;3600.07;14483.16;120076.7;nuxmv;uns;-1;0.40;0.56;100.6;nuxmvbmc;unk;1001;14.76;13.67;352.2;pdtravdeep;time;22;3600.23;13483.12;5631.9;pdtravthrd;uns;-1;2.62;3.05;885.5;shiftbmc;unk;1000;5.99;5.18;147.1;truss;uns;-1;0.95;0.10;40.3
